First Name	Last Name	Gender	Belt	Membership Number	Age	Division	Weight Range	Total Points							
FERGUS	CURRAN	Male	Black	999839950	Senior	World-Class-Welter	74.1kg-80kg	100
Brian	Chung	Male	Black	999923429	Senior	World-Class-Welter	74.1kg-80kg	92
DENNIS	SEIBERT	Male	Black	999890780	Senior	World-Class-Welter	74.1kg-80kg	87
Ayan	Goel	Male	Black	999923138	Senior	World-Class-Welter	74.1kg-80kg	82.5
John	JINGLUSKI	Male	Black	999881000	Senior	World-Class-Welter	74.1kg-80kg	78
Sebastian	Esquerra	Male	Black	999922814	Senior	World-Class-Welter	74.1kg-80kg	77
Ryan	MARSH	Male	Black	999871493	Senior	World-Class-Welter	74.1kg-80kg	75
SERGIO	CASTILLO	Male	Black	999870647	Senior	World-Class-Welter	74.1kg-80kg	70
RAVIDU	WEERASINGHE	Male	Black	999906401	Senior	World-Class-Welter	74.1kg-80kg	70
Scott	Schmidlin	Male	Black	999927120	Senior	World-Class-Welter	74.1kg-80kg	66
Tyler	EDMISTON	Male	Black	999856741	Senior	World-Class-Welter	74.1kg-80kg	64
AIDAN	CHAN	Male	Black	999862309	Senior	World-Class-Welter	74.1kg-80kg	56
LIAM	JACOBSON	Male	Black	999864040	Senior	World-Class-Welter	74.1kg-80kg	56
JOSHUA	GILLETT	Male	Black	999913679	Senior	World-Class-Welter	74.1kg-80kg	45
Jericho	JACOB	Male	Black	999920137	Senior	World-Class-Welter	74.1kg-80kg	45
Tyler	McKey	Male	Black	999922630	Senior	World-Class-Welter	74.1kg-80kg	45
Gustavo	Bone	Male	Black	999927531	Senior	World-Class-Welter	74.1kg-80kg	42
GIOVANNI	BENINCASA	Male	Black	999904558	Senior	World-Class-Welter	74.1kg-80kg	39.5
DARREN	PADUA	Male	Black	999913021	Senior	World-Class-Welter	74.1kg-80kg	34
Mireese	WILSON	Male	Black	999921552	Senior	World-Class-Welter	74.1kg-80kg	34
JACKSON	HALE	Male	Black	999851744	Senior	World-Class-Welter	74.1kg-80kg	32
JOSE	OLMO	Male	Black	999878404	Senior	World-Class-Welter	74.1kg-80kg	32
Luke	Chick	Male	Black	999923077	Senior	World-Class-Welter	74.1kg-80kg	32
Sam	Malekzadeh	Male	Black	999927338	Senior	World-Class-Welter	74.1kg-80kg	32
Hector	Martinez	Male	Black	999927670	Senior	World-Class-Welter	74.1kg-80kg	32
Jose-Luis	TAPIAHERNANDEZ	Male	Black	999854165	Senior	World-Class-Welter	74.1kg-80kg	30
BENJAMIN	LUCERO	Male	Black	999895775	Senior	World-Class-Welter	74.1kg-80kg	30
Jake	Ambrus	Male	Black	999921770	Senior	World-Class-Welter	74.1kg-80kg	30
Kellan	Phan	Male	Black	999923248	Senior	World-Class-Welter	74.1kg-80kg	24
Jeremy	Dreher	Male	Blue	999926721	Senior	Bantam	58.1kg-63kg	75
Brian	Jiang	Male	Blue	999922682	Senior	Bantam	58.1kg-63kg	56
Ricardo	Carrillo	Male	Blue	999927646	Senior	Bantam	58.1kg-63kg	56
David	Ramirez	Male	Blue	999927115	Senior	Bantam	58.1kg-63kg	35
Noah	Butcher	Male	Blue	999918789	Senior	Bantam	58.1kg-63kg	32
Enay	Bhatnagar	Male	Blue	999923445	Senior	Bantam	58.1kg-63kg	32
Zachary	Gavlick	Male	Blue	999919119	Senior	Feather	63.1kg-68kg	118
John	Huang	Male	Blue	999926949	Senior	Feather	63.1kg-68kg	56
Ricardo	Espinoza	Male	Blue	999919039	Senior	Feather	63.1kg-68kg	42
Tom	Sander	Male	Blue	999922979	Senior	Feather	63.1kg-68kg	42
Jake	Swerdlow	Male	Blue	999923632	Senior	Feather	63.1kg-68kg	42
Christopher	Abangma-Jr.	Male	Blue	999927412	Senior	Feather	63.1kg-68kg	42
Albert	Chung	Male	Blue	999918814	Senior	Feather	63.1kg-68kg	32
Siddharth	Shanbhag	Male	Blue	999922385	Senior	Feather	63.1kg-68kg	32
Rishi	Samanta	Male	Blue	999923409	Senior	Feather	63.1kg-68kg	32
Han	Zhang	Male	Blue	999923485	Senior	Feather	63.1kg-68kg	32
Patrick	Sim	Male	Blue	999927482	Senior	Feather	63.1kg-68kg	32
Cristian	Cantu	Male	Blue	999923306	Senior	Feather	63.1kg-68kg	30
Sebastian	Lozano	Male	Blue	999928053	Senior	Feather	63.1kg-68kg	30
Sidharth	Udata	Male	Blue	999927078	Senior	Fin	Under-54kg	56
Kirin	HARISH	Male	Blue	999920466	Senior	Fin	Under-54kg	30
Benya	Chanpreda	Male	Blue	999922425	Senior	Fly	54.1kg-58kg	100
Jacob	Gorovoy	Male	Blue	999922629	Senior	Fly	54.1kg-58kg	75
Kyle	Lam	Male	Blue	999919104	Senior	Fly	54.1kg-58kg	56
Heramb	Mohite	Male	Blue	999922849	Senior	Heavy	Over-87kg	100
JAMES	GUO	Male	Blue	999910616	Senior	Heavy	Over-87kg	56
Alex	PEREZ	Male	Blue	999925878	Senior	Heavy	Over-87kg	30
Daniel	BARTOSIK	Male	Blue	999926762	Senior	Heavy	Over-87kg	30
David	Merdjan	Male	Blue	999927537	Senior	Light	68.1kg-74kg	60
Jacob	Yusupov	Male	Blue	999927809	Senior	Light	68.1kg-74kg	45
Kai-Zhan	Lee	Male	Blue	999918755	Senior	Light	68.1kg-74kg	42
Jaramiah	ORTIZ	Male	Blue	999926379	Senior	Light	68.1kg-74kg	30
Paul	Bearchell	Male	Blue	999926233	Senior	Middle	80.1kg-87kg	75
Douglas	Ramirez	Male	Blue	999927184	Senior	Middle	80.1kg-87kg	56
Gabriel	Girao	Male	Blue	999920077	Senior	Middle	80.1kg-87kg	30
Jayson	Gayles	Male	Blue	999925092	Senior	Middle	80.1kg-87kg	30
Brenden	Page	Male	Blue	999922985	Senior	Welter	74.1kg-80kg	100
Jeryl	Lewis	Male	Blue	999923544	Senior	Welter	74.1kg-80kg	75
Arthur	Liang	Male	Blue	999923353	Senior	Welter	74.1kg-80kg	56
Randy	Nguyen	Male	Blue	999923911	Senior	Welter	74.1kg-80kg	56
William	Cuebas	Male	Blue	999924325	Senior	Welter	74.1kg-80kg	35
Lucas	Johnson	Male	Blue	999923856	Senior	Welter	74.1kg-80kg	30
Devon	Edwards 	Male	Blue	999927536	Senior	Welter	74.1kg-80kg	30
Ethan	Pullen	Male	Green	999926673	Senior	Bantam	58.1kg-63kg	56
Arsene	Chi	Male	Green	999926914	Senior	Bantam	58.1kg-63kg	56
William 	Chau	Male	Green	999926260	Senior	Bantam	58.1kg-63kg	45
Dale	Harris	Male	Green	999922377	Senior	Bantam	58.1kg-63kg	42
Aron	Macanip	Male	Green	999922731	Senior	Bantam	58.1kg-63kg	32
Jamison	Canonizado	Male	Green	999926569	Senior	Bantam	58.1kg-63kg	32
Keanu	Hallmartel	Male	Green	999926711	Senior	Bantam	58.1kg-63kg	32
Daniel	Diep	Male	Green	999926880	Senior	Bantam	58.1kg-63kg	32
Semaj	Stewart	Male	Green	999922571	Senior	Feather	63.1kg-68kg	135
NICHOLAS	PEASLEY	Male	Green	999796707	Senior	Feather	63.1kg-68kg	134
 Price	 Schaeffer	Male	Green	999918578	Senior	Feather	63.1kg-68kg	72
Louwing	Perez	Male	Green	999923595	Senior	Feather	63.1kg-68kg	42
Derek	Dao	Male	Green	999927568	Senior	Feather	63.1kg-68kg	42
Wilson	Huang	Male	Green	999923508	Senior	Feather	63.1kg-68kg	32
Diliru-Kujana	Pinto-Hewagama	Male	Green	999927038	Senior	Feather	63.1kg-68kg	32
Eathan	Ong	Male	Green	999927566	Senior	Feather	63.1kg-68kg	32
Eric	Simmons	Male	Green	999925406	Senior	Feather	63.1kg-68kg	30
Lance	Guk-Ong	Male	Green	999926269	Senior	Fin	Under-54kg	145
Francisco	Velasquez	Male	Green	999922641	Senior	Fin	Under-54kg	116
Tsegazeab	Beteselassie	Male	Green	999923651	Senior	Fly	54.1kg-58kg	75
Jared	Ong	Male	Green	999922578	Senior	Fly	54.1kg-58kg	56
Avery	Maytin	Male	Green	999922586	Senior	Fly	54.1kg-58kg	42
Kaikho-Osoji	Mao	Male	Green	999923007	Senior	Fly	54.1kg-58kg	42
William 	Chau	Male	Green	999926260	Senior	Fly	54.1kg-58kg	42
Matthew	Blake	Male	Green	999927616	Senior	Fly	54.1kg-58kg	42
Sean	Shi	Male	Green	999922781	Senior	Fly	54.1kg-58kg	32
Michael	Powers	Male	Green	999926861	Senior	Heavy	Over-87kg	75
Bryan	Magana	Male	Green	999918254	Senior	Heavy	Over-87kg	56
Joshua	Martinez	Male	Green	999922540	Senior	Heavy	Over-87kg	42
Hammad	Haq	Male	Green	999927498	Senior	Heavy	Over-87kg	42
Joseph	Kim	Male	Green	999927657	Senior	Heavy	Over-87kg	32
Christian	Smith	Male	Green	999921316	Senior	Heavy	Over-87kg	30
Brendan	Connors	Male	Green	999926682	Senior	Light	68.1kg-74kg	75
Nickolas	Baron	Male	Green	999926351	Senior	Light	68.1kg-74kg	72
Brian	Dahlberg	Male	Green	999927181	Senior	Light	68.1kg-74kg	62
Jasper	Shen	Male	Green	999926655	Senior	Light	68.1kg-74kg	56
Andrew	Hwang	Male	Green	999926488	Senior	Light	68.1kg-74kg	42
Micah	Probst	Male	Green	999926726	Senior	Light	68.1kg-74kg	42
Langston	Stowers	Male	Green	999926891	Senior	Light	68.1kg-74kg	42
Thomas	Papakalodoukas	Male	Green	999922798	Senior	Middle	80.1kg-87kg	100
Eric	Bailey	Male	Green	999922282	Senior	Middle	80.1kg-87kg	60
Daniel	Alemayehu	Male	Green	999926725	Senior	Middle	80.1kg-87kg	56
Bryce	James	Male	Green	999922685	Senior	Middle	80.1kg-87kg	45
Christian	Smith	Male	Green	999921316	Senior	Middle	80.1kg-87kg	42
Jose	Arzaluz	Male	Green	999923465	Senior	Middle	80.1kg-87kg	42
Jan	Heinz	Male	Green	999926793	Senior	Welter	74.1kg-80kg	100
Kailar	Hayes	Male	Green	999921825	Senior	Welter	74.1kg-80kg	56
Adarsh	Javvaji	Male	Green	999922631	Senior	Welter	74.1kg-80kg	32
Jonathan	Chang	Male	Green	999923586	Senior	Welter	74.1kg-80kg	32
Hugo 	Swangstu 	Male	Green	999926091	Senior	Welter	74.1kg-80kg	32
Pranav-Kumar	Kaliaperumal	Male	Green	999926703	Senior	Welter	74.1kg-80kg	32
Augustus	Konigsmark	Male	Green	999927072	Senior	Welter	74.1kg-80kg	32
Anthony	MORA	Male	Red	999921198	Senior	Bantam	58.1kg-63kg	60
Maanav	Allampallam	Male	Red	999926947	Senior	Bantam	58.1kg-63kg	56
Jaeho	LEE	Male	Red	999927183	Senior	Bantam	58.1kg-63kg	45
Zion	POSTLETHWAIT	Male	Red	999893809	Senior	Bantam	58.1kg-63kg	30
Donovan	Flores	Male	Red	999923819	Senior	Bantam	58.1kg-63kg	30
Nicholas 	Torres	Male	Red	999922795	Senior	Feather	63.1kg-68kg	100
Alexander	Lei	Male	Red	999918261	Senior	Feather	63.1kg-68kg	75
Abhishek	Routray	Male	Red	999917175	Senior	Feather	63.1kg-68kg	70
Michael	Song	Male	Red	999927529	Senior	Feather	63.1kg-68kg	56
Donovan	Flores	Male	Red	999923819	Senior	Feather	63.1kg-68kg	52.5
George	Lu	Male	Red	999917210	Senior	Feather	63.1kg-68kg	42
Harrison	Huang	Male	Red	999918428	Senior	Feather	63.1kg-68kg	42
Joseph	Hummel	Male	Red	999922120	Senior	Feather	63.1kg-68kg	42
Armaan	Batth	Male	Red	999926631	Senior	Feather	63.1kg-68kg	42
Elliott	 Riest	Male	Red	999921953	Senior	Feather	63.1kg-68kg	30
Chase	LAMSON	Male	Red	999925423	Senior	Feather	63.1kg-68kg	30
Isauro	Sanchez	Male	Red	999925932	Senior	Feather	63.1kg-68kg	30
Pranav	Agarwal	Male	Red	999927779	Senior	Feather	63.1kg-68kg	30
Jacob	SMITH	Male	Red	999924611	Senior	Fin	Under-54kg	30
Oswaldo	 Castaneda	Male	Red	999926390	Senior	Fin	Under-54kg	30
Tonykus	Hebert	Male	Red	999928100	Senior	Fly	54.1kg-58kg	65
Marcuz	Ygana	Male	Red	999926994	Senior	Fly	54.1kg-58kg	50
Brian	Le	Male	Red	999927408	Senior	Fly	54.1kg-58kg	37.5
Ayush 	Mahapatra	Male	Red	999917840	Senior	Fly	54.1kg-58kg	28
Edward	Shen	Male	Red	999922593	Senior	Heavy	Over-87kg	75
Russell	Crawford	Male	Red	999919009	Senior	Heavy	Over-87kg	56
Patrick	Anderson	Male	Red	999927149	Senior	Heavy	Over-87kg	56
Evan	KULIG	Male	Red	999926095	Senior	Heavy	Over-87kg	30
Hemanth	Anantha	Male	Red	999919042	Senior	Light	68.1kg-74kg	75
Mauricio	CARPIO	Male	Red	999926271	Senior	Light	68.1kg-74kg	60
Walter	SARAVIA	Male	Red	999923168	Senior	Light	68.1kg-74kg	45
Yashraj	Pardeshi 	Male	Red	999923552	Senior	Light	68.1kg-74kg	42
Asher	Probst	Male	Red	999927137	Senior	Light	68.1kg-74kg	42
Stephen	 Shepard	Male	Red	999923518	Senior	Light	68.1kg-74kg	30
Ernesto	Yanez	Male	Red	999926013	Senior	Light	68.1kg-74kg	30
Kylen	Johnikin	Male	Red	999926660	Senior	Light	68.1kg-74kg	30
Jackson 	Schaechtle	Male	Red	999927587	Senior	Light	68.1kg-74kg	30
Jonathan	Sisk	Male	Red	999927607	Senior	Light	68.1kg-74kg	30
Quentin	Cates	Male	Red	999922952	Senior	Middle	80.1kg-87kg	100
Noah	Phetsacksith	Male	Red	999923122	Senior	Middle	80.1kg-87kg	30
Lucas	SILVA	Male	Red	999924533	Senior	Middle	80.1kg-87kg	30
Krishnateja	Konduri	Male	Red	999925809	Senior	Middle	80.1kg-87kg	30
Francisco	Martinez	Male	Red	999918924	Senior	Welter	74.1kg-80kg	100
Quinn	Alper	Male	Red	999918731	Senior	Welter	74.1kg-80kg	56
Christopher	Spletzer	Male	Red	999923123	Senior	Welter	74.1kg-80kg	56
Gregory	Olvera-Aguilar	Male	Red	999919146	Senior	Welter	74.1kg-80kg	42
William	Chang	Male	Red	999927348	Senior	Welter	74.1kg-80kg	42
Aayushman	Sharma	Male	Red	999919132	Senior	Welter	74.1kg-80kg	32
Logan	Mohn	Male	Red	999926573	Senior	Welter	74.1kg-80kg	32
JOHNMICHAEL	BLANCO	Male	Red	999914653	Senior	Welter	74.1kg-80kg	30
Kobe	Corke	Male	Yellow	999927117	Senior	Bantam	58.1kg-63kg	56
Maleek	Rock	Male	Yellow	999926747	Senior	Bantam	58.1kg-63kg	30
Alawab	Aldulimy	Male	Yellow	999927634	Senior	Feather	63.1kg-68kg	100
Christopher	Lee	Male	Yellow	999927073	Senior	Feather	63.1kg-68kg	75
Cameron	Ratka	Male	Yellow	999926824	Senior	Feather	63.1kg-68kg	56
Jester	Abella	Male	Yellow	999927066	Senior	Feather	63.1kg-68kg	42
Benson	Zou	Male	Yellow	999927080	Senior	Feather	63.1kg-68kg	42
Samuel	Hommrich	Male	Yellow	999923169	Senior	Feather	63.1kg-68kg	32
Justin	Chang	Male	Yellow	999927516	Senior	Feather	63.1kg-68kg	32
Ethan	 Moss	Male	Yellow	999923565	Senior	Feather	63.1kg-68kg	30
Arvyn	Medina	Male	Yellow	999928060	Senior	Feather	63.1kg-68kg	30
John	Whitehead	Male	Yellow	999927372	Senior	Fin	Under-54kg	50
Kaikho-Osoji	Mao	Male	Yellow	999923007	Senior	Fly	54.1kg-58kg	30
Vladimir	Kovtun	Male	Yellow	999926839	Senior	Heavy	Over-87kg	100
Omar	Urbina	Male	Yellow	999926926	Senior	Heavy	Over-87kg	75
Tyler	Sachs	Male	Yellow	999926266	Senior	Light	68.1kg-74kg	105
WILLIAM	KWAK	Male	Yellow	999926823	Senior	Light	68.1kg-74kg	56
Alexander	Flageolle	Male	Yellow	999926632	Senior	Middle	80.1kg-87kg	56
Bernard	Martinez	Male	Yellow	999887258	Senior	Welter	74.1kg-80kg	100
Peter 	Ponce	Male	Yellow	999926723	Senior	Welter	74.1kg-80kg	56
FNU-Bhimavarapu Sai-Siddhartha	Male	Yellow	999926918	Senior	Welter	74.1kg-80kg	42
Jacob	Schmidman	Male	Yellow	999927077	Senior	Welter	74.1kg-80kg	42
Elliott	Rodgers	Male	Yellow	999927563	Senior	Welter	74.1kg-80kg	42
Akinyemi	Majekodunmi	Male	Yellow	999923303	Senior	Welter	74.1kg-80kg	30
Christopher	LOYOLA-OSORIO	Male	Yellow	999926743	Senior	Welter	74.1kg-80kg	30
Sophia	OCEGUERA	Female	Black	999811640	Senior	World-Class-Bantam	49.1kg-53kg	335
Kayla	SHANAHAN	Female	Black	999912629	Senior	World-Class-Bantam	49.1kg-53kg	169
Dahin	SONG	Female	Black	999896166	Senior	World-Class-Bantam	49.1kg-53kg	164
Zhoe	CHRISTIAN	Female	Black	999867138	Senior	World-Class-Bantam	49.1kg-53kg	157.5
Christina	CHAVEZ	Female	Black	999856820	Senior	World-Class-Bantam	49.1kg-53kg	145
MELINA	DANIEL	Female	Black	999857637	Senior	World-Class-Bantam	49.1kg-53kg	140
Alissa	Ballard	Female	Black	999923551	Senior	World-Class-Bantam	49.1kg-53kg	116
Bobbi-Monique	VILLASENOR	Female	Black	999892060	Senior	World-Class-Bantam	49.1kg-53kg	103.5
VALERIE	LARSON	Female	Black	999888870	Senior	World-Class-Bantam	49.1kg-53kg	79
Alaysha	Mori	Female	Black	999928227	Senior	World-Class-Bantam	49.1kg-53kg	79
Taylor	McMordie	Female	Black	999927521	Senior	World-Class-Bantam	49.1kg-53kg	75
DAPHNE	ESTRADA	Female	Black	999858746	Senior	World-Class-Bantam	49.1kg-53kg	70
STEPHANIE	 COTARIU	Female	Black	999880133	Senior	World-Class-Bantam	49.1kg-53kg	60
Lindsee	Rainwater	Female	Black	999926923	Senior	World-Class-Bantam	49.1kg-53kg	56
Kayla	MORALES	Female	Black	999732355	Senior	World-Class-Bantam	49.1kg-53kg	45
NATALIA 	UM	Female	Black	999892084	Senior	World-Class-Bantam	49.1kg-53kg	45
MARIYA DE-LOS-ANGELES-VALLEJO	Female	Black	999906256	Senior	World-Class-Bantam	49.1kg-53kg	45
ERIN 	MALATA	Female	Black	999811531	Senior	World-Class-Bantam	49.1kg-53kg	42
SORAYA	BERNAL	Female	Black	999848825	Senior	World-Class-Bantam	49.1kg-53kg	42
Jiwon	Yoo	Female	Black	999922582	Senior	World-Class-Bantam	49.1kg-53kg	42
Jana	Ricafort 	Female	Black	999923444	Senior	World-Class-Bantam	49.1kg-53kg	42
Hana	LEE	Female	Black	999875231	Senior	World-Class-Bantam	49.1kg-53kg	34
Paulina	Carrillo	Female	Black	999922560	Senior	World-Class-Bantam	49.1kg-53kg	34
AUDREY	KIM	Female	Black	999909689	Senior	World-Class-Bantam	49.1kg-53kg	32
Stella	Ng	Female	Black	999919107	Senior	World-Class-Bantam	49.1kg-53kg	32
Sadie	Park	Female	Black	999926105	Senior	World-Class-Bantam	49.1kg-53kg	32
Mikaela	Lee	Female	Black	999927504	Senior	World-Class-Bantam	49.1kg-53kg	32
Ilavardhini	Thirunarayanan 	Female	Black	999927518	Senior	World-Class-Bantam	49.1kg-53kg	32
Trisha	Luu	Female	Black	999927560	Senior	World-Class-Bantam	49.1kg-53kg	32
AMBER	AVROYA	Female	Black	999834669	Senior	World-Class-Bantam	49.1kg-53kg	30
Maggie	SHIBA	Female	Black	999864142	Senior	World-Class-Bantam	49.1kg-53kg	30
Habeeba	FARID	Female	Black	999921874	Senior	World-Class-Bantam	49.1kg-53kg	30
Jaymi	Cho	Female	Black	999926309	Senior	World-Class-Bantam	49.1kg-53kg	30
Logan	WEBER	Female	Black	999776745	Senior	World-Class-Feather	53.1kg-57kg	374
Caitlyn	COX	Female	Black	999856558	Senior	World-Class-Feather	53.1kg-57kg	373
Bella-Caileen	MORRISSEY	Female	Black	999889216	Senior	World-Class-Feather	53.1kg-57kg	299
Luci	BOMMERSBACH	Female	Black	999870863	Senior	World-Class-Feather	53.1kg-57kg	138
Simrit	DHILLON	Female	Black	999920345	Senior	World-Class-Feather	53.1kg-57kg	116
Mykenzi	KREMERS	Female	Black	999893737	Senior	World-Class-Feather	53.1kg-57kg	109
ABBY	LAMBERT	Female	Black	999901744	Senior	World-Class-Feather	53.1kg-57kg	101
Jessica	GNIEDZIEJKO	Female	Black	999914273	Senior	World-Class-Feather	53.1kg-57kg	94
MADELYN	BARRETT	Female	Black	999863678	Senior	World-Class-Feather	53.1kg-57kg	79
ALYSON	AYERS	Female	Black	999847507	Senior	World-Class-Feather	53.1kg-57kg	75
Tsz-Ming 	Hui 	Female	Black	999926224	Senior	World-Class-Feather	53.1kg-57kg	72
Makenzie	MACGREGOR	Female	Black	999852993	Senior	World-Class-Feather	53.1kg-57kg	68
Grace-River	SHIBA	Female	Black	999848452	Senior	World-Class-Feather	53.1kg-57kg	64
VALERIE	 LARSON	Female	Black	999888870	Senior	World-Class-Feather	53.1kg-57kg	60
MORGAN	WANG	Female	Black	999863911	Senior	World-Class-Feather	53.1kg-57kg	56
DESIRAE	ROLAFF	Female	Black	999827107	Senior	World-Class-Feather	53.1kg-57kg	45
AVA	 SHAFIE	Female	Black	999909767	Senior	World-Class-Feather	53.1kg-57kg	45
LAUREN	HARRINGTON	Female	Black	999872454	Senior	World-Class-Feather	53.1kg-57kg	42
CHLOE	MANNO	Female	Black	999897917	Senior	World-Class-Feather	53.1kg-57kg	42
Andrea 	Flores-Ortiz 	Female	Black	999926827	Senior	World-Class-Feather	53.1kg-57kg	42
JAYLINN	KEYS	Female	Black	999849262	Senior	World-Class-Feather	53.1kg-57kg	34
ALTHEA 	BELEN	Female	Black	999879626	Senior	World-Class-Feather	53.1kg-57kg	32
Avia	Weber	Female	Black	999923160	Senior	World-Class-Feather	53.1kg-57kg	32
Hae-Yeon	Park	Female	Black	999923393	Senior	World-Class-Feather	53.1kg-57kg	32
Annabella	Chow	Female	Black	999927131	Senior	World-Class-Feather	53.1kg-57kg	32
MEARA	CURRAN	Female	Black	999857968	Senior	World-Class-Feather	53.1kg-57kg	30
Denise	Forney	Female	Black	999927909	Senior	World-Class-Feather	53.1kg-57kg	30
Ashley	CHOI	Female	Black	999862896	Senior	World-Class-Fin	Under-46kg	250
Kaelynn-Jae	AGUSTIN	Female	Black	999879652	Senior	World-Class-Fin	Under-46kg	160.5
Auryon-Mikaila	DUQUE	Female	Black	999871886	Senior	World-Class-Fin	Under-46kg	157
Karine	LECLERCQ	Female	Black	999904271	Senior	World-Class-Fin	Under-46kg	134
Alyssa	Deblasio	Female	Black	999873337	Senior	World-Class-Fin	Under-46kg	130
Caliana	FONSECA	Female	Black	999864585	Senior	World-Class-Fin	Under-46kg	109
Ava	Woolfolk	Female	Black	999925755	Senior	World-Class-Fin	Under-46kg	65
Hazel	DELLA	Female	Black	999898140	Senior	World-Class-Fin	Under-46kg	64
SHELLEY-JOCEL	DILAG	Female	Black	999828937	Senior	World-Class-Fin	Under-46kg	60
YESMIN	CHUA	Female	Black	999871931	Senior	World-Class-Fin	Under-46kg	56
Brenda	Solis	Female	Black	999917195	Senior	World-Class-Fin	Under-46kg	56
Tiara	ROY	Female	Black	999914379	Senior	World-Class-Fin	Under-46kg	48
Kayla	Nguyen-Muy	Female	Black	999922780	Senior	World-Class-Fin	Under-46kg	39.5
VELVET	 HERNANDEZ	Female	Black	999866146	Senior	World-Class-Fin	Under-46kg	30
QIAN	CHEE	Female	Black	999888497	Senior	World-Class-Fin	Under-46kg	30
ANITA	TRAN	Female	Black	999889627	Senior	World-Class-Fin	Under-46kg	30
Ashley	CHOI	Female	Black	999862896	Senior	World-Class-Fly	46.1kg-49kg	173
Hanalei	REYES	Female	Black	999865115	Senior	World-Class-Fly	46.1kg-49kg	168
JENNA 	SLOTA	Female	Black	999862102	Senior	World-Class-Fly	46.1kg-49kg	165
SOPHIA	OH	Female	Black	999882896	Senior	World-Class-Fly	46.1kg-49kg	147
Xuchen	ZHOU	Female	Black	999910653	Senior	World-Class-Fly	46.1kg-49kg	146
ARIELA	ARTAGAME	Female	Black	999896466	Senior	World-Class-Fly	46.1kg-49kg	140
HAZEL	DELLA	Female	Black	999898140	Senior	World-Class-Fly	46.1kg-49kg	140
SOPHIA	AHO	Female	Black	999849840	Senior	World-Class-Fly	46.1kg-49kg	124
Claire	TOLENTINO	Female	Black	999871827	Senior	World-Class-Fly	46.1kg-49kg	120
Alyssa-Lynn	BARILE	Female	Black	999909758	Senior	World-Class-Fly	46.1kg-49kg	113
EMILY	YEE	Female	Black	999915898	Senior	World-Class-Fly	46.1kg-49kg	110
ASHLEY	TAYLOR	Female	Black	999853378	Senior	World-Class-Fly	46.1kg-49kg	105
CALIANA	FONSECA	Female	Black	999864585	Senior	World-Class-Fly	46.1kg-49kg	100
Kaitlyn	TABERNA	Female	Black	999891287	Senior	World-Class-Fly	46.1kg-49kg	90
Maya	MATA	Female	Black	999861292	Senior	World-Class-Fly	46.1kg-49kg	85
Wenjia	Qu	Female	Black	999927123	Senior	World-Class-Fly	46.1kg-49kg	75
Katerina	VAPNIK	Female	Black	999917089	Senior	World-Class-Fly	46.1kg-49kg	68
Amina	SHIKHALIEVA	Female	Black	999918711	Senior	World-Class-Fly	46.1kg-49kg	68
Janny	HONG	Female	Black	999925576	Senior	World-Class-Fly	46.1kg-49kg	68
Kayla	MORALES	Female	Black	999732355	Senior	World-Class-Fly	46.1kg-49kg	64
Melina	DANIEL	Female	Black	999857637	Senior	World-Class-Fly	46.1kg-49kg	64
YESMIN	CHUA	Female	Black	999871931	Senior	World-Class-Fly	46.1kg-49kg	60
TIARA	ROY	Female	Black	999914379	Senior	World-Class-Fly	46.1kg-49kg	60
Isabella	Nanny	Female	Black	999927687	Senior	World-Class-Fly	46.1kg-49kg	60
AMBER	AVROYA	Female	Black	999834669	Senior	World-Class-Fly	46.1kg-49kg	59
Yumna	KHAN	Female	Black	999920331	Senior	World-Class-Fly	46.1kg-49kg	51
Zhoe	CHRISTIAN	Female	Black	999867138	Senior	World-Class-Fly	46.1kg-49kg	48
Hana	LEE	Female	Black	999875231	Senior	World-Class-Fly	46.1kg-49kg	48
Emerson	LEIVISKA	Female	Black	999917245	Senior	World-Class-Fly	46.1kg-49kg	48
THALIA	MUNOZ	Female	Black	999880409	Senior	World-Class-Fly	46.1kg-49kg	45
Rabcde	Flores	Female	Black	999925768	Senior	World-Class-Fly	46.1kg-49kg	45
Stephanie	MARTINEZ	Female	Black	999926489	Senior	World-Class-Fly	46.1kg-49kg	45
CHAITRALI	KAMBLI	Female	Black	999883662	Senior	World-Class-Fly	46.1kg-49kg	42
AMBER	CARLSON	Female	Black	999890152	Senior	World-Class-Fly	46.1kg-49kg	32
ANNIE-LEE	KELLER	Female	Black	999735587	Senior	World-Class-Fly	46.1kg-49kg	30
LYNN	MACH	Female	Black	999911056	Senior	World-Class-Fly	46.1kg-49kg	30
Habeeba	Farid	Female	Black	999921874	Senior	World-Class-Fly	46.1kg-49kg	30
Naomi	ALADE	Female	Black	999874519	Senior	World-Class-Heavy	Over-73kg	180
BRIANNE	USSERMAN	Female	Black	999849769	Senior	World-Class-Heavy	Over-73kg	100
Cory	Liechty	Female	Black	999925589	Senior	World-Class-Heavy	Over-73kg	86
Bethany	WACH	Female	Black	999846651	Senior	World-Class-Heavy	Over-73kg	85
ELIZABETH	JACOBSON	Female	Black	999871481	Senior	World-Class-Heavy	Over-73kg	75
SARAH	GRABOT	Female	Black	999883113	Senior	World-Class-Heavy	Over-73kg	70
KALIYAH	SAUNDERS-BODEN	Female	Black	999872843	Senior	World-Class-Heavy	Over-73kg	56
STEPHANIE	DOUGLAS	Female	Black	999797400	Senior	World-Class-Heavy	Over-73kg	52.5
